"specimen_no","record_type","flags","occurrence_no","reid_no","collection_no","specimen_id","is_type","specelt_no","specimen_side","specimen_part","specimen_sex","n_measured","measurement_source","magnification","comments","accepted_name","accepted_rank","accepted_no","max_ma","min_ma","ref_author","ref_pubyr","reference_no","phylum","class","order","family","genus","lng","lat","cc","state","county","latlng_basis","latlng_precision","geogscale","geogcomments","research_group","authorizer_no","enterer_no","modifier_no","authorizer","enterer","modifier","created","modified"
"56290","spm","","647943","0","70051","AMNH 5461","","","","femur","","1","table","","","Corythosaurus casuarius","species","56403","83.6","72.1","Lauters et al.","2008","26966","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Hadrosauridae","Corythosaurus","-112.650658","48.937965","US","Montana","Glacier","based on nearby landmark","6","outcrop","Glacier County, 30 mi W of Sweet Grass, South Milk River, approx. location of Landslide Butte","vertebrate","4","4","0","J. Alroy","J. Alroy","","2012-04-08 12:14:25","2012-04-07 21:14:25"
"56291","spm","","647943","0","70051","AMNH 5461","","","","tibia","","1","table","","","Corythosaurus casuarius","species","56403","83.6","72.1","Lauters et al.","2008","26966","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Hadrosauridae","Corythosaurus","-112.650658","48.937965","US","Montana","Glacier","based on nearby landmark","6","outcrop","Glacier County, 30 mi W of Sweet Grass, South Milk River, approx. location of Landslide Butte","vertebrate","4","4","0","J. Alroy","J. Alroy","","2012-04-08 12:14:25","2012-04-07 21:14:25"
"56301","spm","","519867","0","52895","FWMSH 93B1","holotype","","","skull","","1","table","","","Tenontosaurus dossi","species","67272","122.46","112.03","Winkler et al.","1997","14257","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Tenontosaurus","-97.893890","32.755554","US","Texas","Parker","estimated from map","seconds","small collection","just W of Weatherford, in dry creek on Doss Ranch, near Milsap","vertebrate","4","4","0","J. Alroy","J. Alroy","","2012-04-08 12:26:23","2012-04-07 21:26:23"
"56302","spm","","519867","0","52895","FWMSH 93B1","holotype","","both","scapula","","1","table","","","Tenontosaurus dossi","species","67272","122.46","112.03","Winkler et al.","1997","14257","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Tenontosaurus","-97.893890","32.755554","US","Texas","Parker","estimated from map","seconds","small collection","just W of Weatherford, in dry creek on Doss Ranch, near Milsap","vertebrate","4","4","0","J. Alroy","J. Alroy","","2012-04-08 12:26:23","2012-04-07 21:26:23"
"56303","spm","","519867","0","52895","FWMSH 93B1","holotype","","both","coracoid","","1","table","","length is actually height, good enough","Tenontosaurus dossi","species","67272","122.46","112.03","Winkler et al.","1997","14257","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Tenontosaurus","-97.893890","32.755554","US","Texas","Parker","estimated from map","seconds","small collection","just W of Weatherford, in dry creek on Doss Ranch, near Milsap","vertebrate","4","4","0","J. Alroy","J. Alroy","","2012-04-08 12:26:23","2012-04-07 21:26:23"
"56304","spm","","519867","0","52895","FWMSH 93B1","holotype","","left","humerus","","1","table","","","Tenontosaurus dossi","species","67272","122.46","112.03","Winkler et al.","1997","14257","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Tenontosaurus","-97.893890","32.755554","US","Texas","Parker","estimated from map","seconds","small collection","just W of Weatherford, in dry creek on Doss Ranch, near Milsap","vertebrate","4","4","0","J. Alroy","J. Alroy","","2012-04-08 12:26:23","2012-04-07 21:26:23"
"56305","spm","","519867","0","52895","FWMSH 93B1","holotype","","left","ulna","","1","table","","","Tenontosaurus dossi","species","67272","122.46","112.03","Winkler et al.","1997","14257","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Tenontosaurus","-97.893890","32.755554","US","Texas","Parker","estimated from map","seconds","small collection","just W of Weatherford, in dry creek on Doss Ranch, near Milsap","vertebrate","4","4","0","J. Alroy","J. Alroy","","2012-04-08 12:26:23","2012-04-07 21:26:23"
"56306","spm","","519867","0","52895","FWMSH 93B1","holotype","","left","radius","","1","table","","","Tenontosaurus dossi","species","67272","122.46","112.03","Winkler et al.","1997","14257","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Tenontosaurus","-97.893890","32.755554","US","Texas","Parker","estimated from map","seconds","small collection","just W of Weatherford, in dry creek on Doss Ranch, near Milsap","vertebrate","4","4","0","J. Alroy","J. Alroy","","2012-04-08 12:26:23","2012-04-07 21:26:23"
"56307","spm","","519867","0","52895","FWMSH 93B1","holotype","","left","femur","","1","table","","","Tenontosaurus dossi","species","67272","122.46","112.03","Winkler et al.","1997","14257","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Tenontosaurus","-97.893890","32.755554","US","Texas","Parker","estimated from map","seconds","small collection","just W of Weatherford, in dry creek on Doss Ranch, near Milsap","vertebrate","4","4","0","J. Alroy","J. Alroy","","2012-04-08 12:26:23","2012-04-07 21:26:23"
"56308","spm","","519867","0","52895","FWMSH 93B1","holotype","","left","tibia","","1","table","","","Tenontosaurus dossi","species","67272","122.46","112.03","Winkler et al.","1997","14257","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Tenontosaurus","-97.893890","32.755554","US","Texas","Parker","estimated from map","seconds","small collection","just W of Weatherford, in dry creek on Doss Ranch, near Milsap","vertebrate","4","4","0","J. Alroy","J. Alroy","","2012-04-08 12:26:23","2012-04-07 21:26:23"
"56309","spm","","519867","0","52895","FWMSH 93B1","holotype","","left","fibula","","1","table","","","Tenontosaurus dossi","species","67272","122.46","112.03","Winkler et al.","1997","14257","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Tenontosaurus","-97.893890","32.755554","US","Texas","Parker","estimated from map","seconds","small collection","just W of Weatherford, in dry creek on Doss Ranch, near Milsap","vertebrate","4","4","0","J. Alroy","J. Alroy","","2012-04-08 12:26:23","2012-04-07 21:26:23"
"56310","spm","","519867","0","52895","FWMSH 93B2","","","right","coracoid","","1","table","","length is actually height, sorry","Tenontosaurus dossi","species","67272","122.46","112.03","Winkler et al.","1997","14257","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Tenontosaurus","-97.893890","32.755554","US","Texas","Parker","estimated from map","seconds","small collection","just W of Weatherford, in dry creek on Doss Ranch, near Milsap","vertebrate","4","4","0","J. Alroy","J. Alroy","","2012-04-08 12:27:51","2012-04-07 21:27:51"
"56311","spm","","519867","0","52895","FWMSH 93B2","","","left","humerus","","1","table","","","Tenontosaurus dossi","species","67272","122.46","112.03","Winkler et al.","1997","14257","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Tenontosaurus","-97.893890","32.755554","US","Texas","Parker","estimated from map","seconds","small collection","just W of Weatherford, in dry creek on Doss Ranch, near Milsap","vertebrate","4","4","0","J. Alroy","J. Alroy","","2012-04-08 12:27:51","2012-04-07 21:27:51"
"56312","spm","","519867","0","52895","FWMSH 93B2","","","right","ulna","","1","table","","","Tenontosaurus dossi","species","67272","122.46","112.03","Winkler et al.","1997","14257","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Tenontosaurus","-97.893890","32.755554","US","Texas","Parker","estimated from map","seconds","small collection","just W of Weatherford, in dry creek on Doss Ranch, near Milsap","vertebrate","4","4","0","J. Alroy","J. Alroy","","2012-04-08 12:27:51","2012-04-07 21:27:51"
"56313","spm","","519867","0","52895","FWMSH 93B2","","","right","radius","","1","table","","","Tenontosaurus dossi","species","67272","122.46","112.03","Winkler et al.","1997","14257","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Tenontosaurus","-97.893890","32.755554","US","Texas","Parker","estimated from map","seconds","small collection","just W of Weatherford, in dry creek on Doss Ranch, near Milsap","vertebrate","4","4","0","J. Alroy","J. Alroy","","2012-04-08 12:27:51","2012-04-07 21:27:51"
"56437","spm","","260040","0","25147","NCSM 14345","","","","skull","","1","table","","","Acrocanthosaurus atokensis","species","55482","125","113","Hahn and Brauckmann","1975","9999","Chordata","Saurischia","Avetheropoda","Carcharodontosauridae","Acrocanthosaurus","-94.766670","34.166668","US","Oklahoma","McCurtain","based on political unit","seconds","small collection","described only as from the Antlers Fm. of McCurtain Co., OK.","vertebrate","4","4","0","J. Alroy","J. Alroy","","2012-04-09 08:04:48","2012-04-08 17:04:48"
"56438","spm","","260040","0","25147","NCSM 14345","","","","scapula","","1","table","","","Acrocanthosaurus atokensis","species","55482","125","113","Hahn and Brauckmann","1975","9999","Chordata","Saurischia","Avetheropoda","Carcharodontosauridae","Acrocanthosaurus","-94.766670","34.166668","US","Oklahoma","McCurtain","based on political unit","seconds","small collection","described only as from the Antlers Fm. of McCurtain Co., OK.","vertebrate","4","4","0","J. Alroy","J. Alroy","","2012-04-09 08:05:22","2012-04-08 17:05:22"
"56439","spm","","260040","0","25147","NCSM 14345","","","","coracoid","","1","table","","","Acrocanthosaurus atokensis","species","55482","125","113","Hahn and Brauckmann","1975","9999","Chordata","Saurischia","Avetheropoda","Carcharodontosauridae","Acrocanthosaurus","-94.766670","34.166668","US","Oklahoma","McCurtain","based on political unit","seconds","small collection","described only as from the Antlers Fm. of McCurtain Co., OK.","vertebrate","4","4","0","J. Alroy","J. Alroy","","2012-04-09 08:05:41","2012-04-08 17:05:41"
"61796","spm","","499605","0","50686","AMNH 3015,","","","left","scapula","","1","table","","","Deinonychus antirrhopus","species","54555","125","100.5","Ostrom","1969","14320","Chordata","Saurischia","Avetheropoda","Dromaeosauridae","Deinonychus","-108.141403","45.438999","US","Montana","Big Horn","stated in text","4","small collection","Buster Creek, Cashen Ranch, Crow Indian Reservation, Big Horn County, Montana. NW 1/4, sec 33, T4S, R29E; 0.5 mi SE of Cashen Ranch house","vertebrate","4","4","0","J. Alroy","J. Alroy","","2012-04-24 11:27:59","2012-04-23 20:27:59"
"61797","spm","","499605","0","50686","AMNH 3015,","","","both","humerus","","1","table","","Diameter = least diameter of shaft","Deinonychus antirrhopus","species","54555","125","100.5","Ostrom","1969","14320","Chordata","Saurischia","Avetheropoda","Dromaeosauridae","Deinonychus","-108.141403","45.438999","US","Montana","Big Horn","stated in text","4","small collection","Buster Creek, Cashen Ranch, Crow Indian Reservation, Big Horn County, Montana. NW 1/4, sec 33, T4S, R29E; 0.5 mi SE of Cashen Ranch house","vertebrate","4","4","508","J. Alroy","J. Alroy","A. Garcia Selles","2012-04-24 11:27:59","2012-07-17 19:17:54"
"61798","spm","","499605","0","50686","AMNH 3015,","","","left","ulna","","1","table","","Diameter = least diameter of shaft","Deinonychus antirrhopus","species","54555","125","100.5","Ostrom","1969","14320","Chordata","Saurischia","Avetheropoda","Dromaeosauridae","Deinonychus","-108.141403","45.438999","US","Montana","Big Horn","stated in text","4","small collection","Buster Creek, Cashen Ranch, Crow Indian Reservation, Big Horn County, Montana. NW 1/4, sec 33, T4S, R29E; 0.5 mi SE of Cashen Ranch house","vertebrate","4","4","508","J. Alroy","J. Alroy","A. Garcia Selles","2012-04-24 11:27:59","2012-07-17 19:18:13"
"61799","spm","","499605","0","50686","AMNH 3015,","","","left","radius","","1","table","","Diameter = least diameter of shaft","Deinonychus antirrhopus","species","54555","125","100.5","Ostrom","1969","14320","Chordata","Saurischia","Avetheropoda","Dromaeosauridae","Deinonychus","-108.141403","45.438999","US","Montana","Big Horn","stated in text","4","small collection","Buster Creek, Cashen Ranch, Crow Indian Reservation, Big Horn County, Montana. NW 1/4, sec 33, T4S, R29E; 0.5 mi SE of Cashen Ranch house","vertebrate","4","4","508","J. Alroy","J. Alroy","A. Garcia Selles","2012-04-24 11:27:59","2012-07-17 19:18:28"
"61800","spm","","499605","0","50686","AMNH 3015,","","","right","tibia","","1","table","","Diameter = least diameter of shaft","Deinonychus antirrhopus","species","54555","125","100.5","Ostrom","1969","14320","Chordata","Saurischia","Avetheropoda","Dromaeosauridae","Deinonychus","-108.141403","45.438999","US","Montana","Big Horn","stated in text","4","small collection","Buster Creek, Cashen Ranch, Crow Indian Reservation, Big Horn County, Montana. NW 1/4, sec 33, T4S, R29E; 0.5 mi SE of Cashen Ranch house","vertebrate","4","4","508","J. Alroy","J. Alroy","A. Garcia Selles","2012-04-24 11:27:59","2012-07-17 19:16:37"
