"specimen_no","record_type","flags","occurrence_no","reid_no","collection_no","specimen_id","is_type","specelt_no","specimen_side","specimen_part","specimen_sex","n_measured","measurement_source","magnification","comments","accepted_name","accepted_rank","accepted_no","max_ma","min_ma","ref_author","ref_pubyr","reference_no","phylum","class","order","family","genus","lng","lat","cc","state","county","latlng_basis","latlng_precision","geogscale","geogcomments","research_group","authorizer_no","enterer_no","modifier_no","authorizer","enterer","modifier","created","modified"
"18819","spm","","219971","0","22648","Amer. Mus. Coll. No. 594","","","right","scapula","","1","table","","","Diplodocus longus","species","52920","157.3","145","Osborn","1901","13070","Chordata","Saurischia","NO_ORDER_SPECIFIED","Diplodocidae","Diplodocus","-106.048615","42.017776","US","Wyoming","Albany","unpublished field data","seconds","outcrop","coordinates from K. Carpenter (pers. comm. to M. Carrano). at the head of a draw, near the Medicine Bow River in S-central Wyoming","vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-11 21:45:02","2010-12-11 04:45:02"
"18820","spm","","219971","0","22648","Amer. Mus. Coll. No. 594","","","right","coracoid","","1","table","","","Diplodocus longus","species","52920","157.3","145","Osborn","1901","13070","Chordata","Saurischia","NO_ORDER_SPECIFIED","Diplodocidae","Diplodocus","-106.048615","42.017776","US","Wyoming","Albany","unpublished field data","seconds","outcrop","coordinates from K. Carpenter (pers. comm. to M. Carrano). at the head of a draw, near the Medicine Bow River in S-central Wyoming","vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-11 21:45:02","2010-12-11 04:45:02"
"18821","spm","","219971","0","22648","Amer. Mus. Coll. No. 594","","","right","humerus","","1","table","","least circumference","Diplodocus longus","species","52920","157.3","145","Osborn","1901","13070","Chordata","Saurischia","NO_ORDER_SPECIFIED","Diplodocidae","Diplodocus","-106.048615","42.017776","US","Wyoming","Albany","unpublished field data","seconds","outcrop","coordinates from K. Carpenter (pers. comm. to M. Carrano). at the head of a draw, near the Medicine Bow River in S-central Wyoming","vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-11 21:45:02","2010-12-11 04:45:02"
"18822","spm","","219971","0","22648","Amer. Mus. Coll. No. 594","","","right","ulna","","1","table","","least circumference","Diplodocus longus","species","52920","157.3","145","Osborn","1901","13070","Chordata","Saurischia","NO_ORDER_SPECIFIED","Diplodocidae","Diplodocus","-106.048615","42.017776","US","Wyoming","Albany","unpublished field data","seconds","outcrop","coordinates from K. Carpenter (pers. comm. to M. Carrano). at the head of a draw, near the Medicine Bow River in S-central Wyoming","vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-11 21:45:02","2010-12-11 04:45:02"
"18823","spm","","219971","0","22648","Amer. Mus. Coll. No. 594","","","right","radius","","1","table","","least circumference","Diplodocus longus","species","52920","157.3","145","Osborn","1901","13070","Chordata","Saurischia","NO_ORDER_SPECIFIED","Diplodocidae","Diplodocus","-106.048615","42.017776","US","Wyoming","Albany","unpublished field data","seconds","outcrop","coordinates from K. Carpenter (pers. comm. to M. Carrano). at the head of a draw, near the Medicine Bow River in S-central Wyoming","vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-11 21:45:02","2010-12-11 04:45:02"
"18824","spm","","219971","0","22648","Amer. Mus. Coll. No. 588","","","right","radius","","1","table","","least circumference","Diplodocus longus","species","52920","157.3","145","Osborn","1901","13070","Chordata","Saurischia","NO_ORDER_SPECIFIED","Diplodocidae","Diplodocus","-106.048615","42.017776","US","Wyoming","Albany","unpublished field data","seconds","outcrop","coordinates from K. Carpenter (pers. comm. to M. Carrano). at the head of a draw, near the Medicine Bow River in S-central Wyoming","vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-11 21:46:48","2010-12-11 04:46:48"
"18825","spm","","219971","0","22648","Amer. Mus. Coll. No. 588","","","right","ulna","","1","table","","least circumference","Diplodocus longus","species","52920","157.3","145","Osborn","1901","13070","Chordata","Saurischia","NO_ORDER_SPECIFIED","Diplodocidae","Diplodocus","-106.048615","42.017776","US","Wyoming","Albany","unpublished field data","seconds","outcrop","coordinates from K. Carpenter (pers. comm. to M. Carrano). at the head of a draw, near the Medicine Bow River in S-central Wyoming","vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-11 21:46:48","2010-12-11 04:46:48"
"18829","spm","","219971","0","22648","Amer. Mus. Coll. No. 251","","","","femur","","1","table","","least circumference","Diplodocus longus","species","52920","157.3","145","Osborn","1899","13099","Chordata","Saurischia","NO_ORDER_SPECIFIED","Diplodocidae","Diplodocus","-106.048615","42.017776","US","Wyoming","Albany","unpublished field data","seconds","outcrop","coordinates from K. Carpenter (pers. comm. to M. Carrano). at the head of a draw, near the Medicine Bow River in S-central Wyoming","vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-11 21:53:59","2010-12-11 04:53:59"
"18830","spm","","219971","0","22648","Amer. Mus. Coll. No. 251","","","","tibia","","1","table","","least circumference","Diplodocus longus","species","52920","157.3","145","Osborn","1899","13099","Chordata","Saurischia","NO_ORDER_SPECIFIED","Diplodocidae","Diplodocus","-106.048615","42.017776","US","Wyoming","Albany","unpublished field data","seconds","outcrop","coordinates from K. Carpenter (pers. comm. to M. Carrano). at the head of a draw, near the Medicine Bow River in S-central Wyoming","vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-11 21:53:59","2010-12-11 04:53:59"
"18831","spm","","219971","0","22648","Amer. Mus. Coll. No. 251","","","","fibula","","1","table","","","Diplodocus longus","species","52920","157.3","145","Osborn","1899","13099","Chordata","Saurischia","NO_ORDER_SPECIFIED","Diplodocidae","Diplodocus","-106.048615","42.017776","US","Wyoming","Albany","unpublished field data","seconds","outcrop","coordinates from K. Carpenter (pers. comm. to M. Carrano). at the head of a draw, near the Medicine Bow River in S-central Wyoming","vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-11 21:53:59","2010-12-11 04:53:59"
"18832","spm","","219974","12665","22648","Amer. Mus. Coll. No. 309","","","","tibia","","1","table","","","Brontosaurus excelsus","species","52982","157.3","145","Osborn","1899","13099","Chordata","Saurischia","NO_ORDER_SPECIFIED","Diplodocidae","Brontosaurus","-106.048615","42.017776","US","Wyoming","Albany","unpublished field data","seconds","outcrop","coordinates from K. Carpenter (pers. comm. to M. Carrano). at the head of a draw, near the Medicine Bow River in S-central Wyoming","vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-11 21:56:05","2010-12-11 04:56:05"
"18833","spm","","219974","12665","22648","Amer. Mus. Coll. No. 309","","","","fibula","","1","table","","","Brontosaurus excelsus","species","52982","157.3","145","Osborn","1899","13099","Chordata","Saurischia","NO_ORDER_SPECIFIED","Diplodocidae","Brontosaurus","-106.048615","42.017776","US","Wyoming","Albany","unpublished field data","seconds","outcrop","coordinates from K. Carpenter (pers. comm. to M. Carrano). at the head of a draw, near the Medicine Bow River in S-central Wyoming","vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-11 21:56:05","2010-12-11 04:56:05"
"18834","spm","","219974","12665","22648","Amer. Mus. Coll. No. 353","","","","femur","","1","table","","least circumference","Brontosaurus excelsus","species","52982","157.3","145","Osborn","1899","13099","Chordata","Saurischia","NO_ORDER_SPECIFIED","Diplodocidae","Brontosaurus","-106.048615","42.017776","US","Wyoming","Albany","unpublished field data","seconds","outcrop","coordinates from K. Carpenter (pers. comm. to M. Carrano). at the head of a draw, near the Medicine Bow River in S-central Wyoming","vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-11 21:56:05","2010-12-11 04:56:05"
"18835","spm","","219974","12665","22648","Amer. Mus. Coll. No. 353","","","","tibia","","1","table","","least circumference","Brontosaurus excelsus","species","52982","157.3","145","Osborn","1899","13099","Chordata","Saurischia","NO_ORDER_SPECIFIED","Diplodocidae","Brontosaurus","-106.048615","42.017776","US","Wyoming","Albany","unpublished field data","seconds","outcrop","coordinates from K. Carpenter (pers. comm. to M. Carrano). at the head of a draw, near the Medicine Bow River in S-central Wyoming","vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-11 21:56:05","2010-12-11 04:56:05"
"18836","spm","","487593","0","49005","Amer. Mus. No. 973","holotype","","left","tibia","","1","table","","originally reported as 1118 mm; figure revised by Osborn 1906","Tyrannosaurus rex","species","54833","72.1","66","Osborn","1905","9259","Chordata","Saurischia","Avetheropoda","Tyrannosauridae","Tyrannosaurus","-105.839996","48.286839","US","Montana","Dawson","based on nearby landmark","5","small collection","Sheba Mtn., near camp at old Sieber Ranch, 130 miles N of Miles City, in Dawson Co., MT. Hell Creek","vertebrate","4","4","4","J. Alroy","J. Alroy","J. Alroy","2010-12-11 22:05:31","2010-12-11 05:12:04"
"18837","spm","","487593","0","49005","Amer. Mus. No. 973","holotype","","","scapula","","1","text","","","Tyrannosaurus rex","species","54833","72.1","66","Osborn","1906","17198","Chordata","Saurischia","Avetheropoda","Tyrannosauridae","Tyrannosaurus","-105.839996","48.286839","US","Montana","Dawson","based on nearby landmark","5","small collection","Sheba Mtn., near camp at old Sieber Ranch, 130 miles N of Miles City, in Dawson Co., MT. Hell Creek","vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-11 22:11:35","2010-12-11 05:11:35"
"18838","spm","","487593","0","49005","Amer. Mus. No. 973","holotype","","","femur","","1","text","","width is mid-diameter","Tyrannosaurus rex","species","54833","72.1","66","Osborn","1906","17198","Chordata","Saurischia","Avetheropoda","Tyrannosauridae","Tyrannosaurus","-105.839996","48.286839","US","Montana","Dawson","based on nearby landmark","5","small collection","Sheba Mtn., near camp at old Sieber Ranch, 130 miles N of Miles City, in Dawson Co., MT. Hell Creek","vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-11 22:11:35","2010-12-11 05:11:35"
"18847","spm","","489304","0","49238","U.S.N.M. Coll. No. 2414","holotype","","","scapula","","1","table","","","Edmontosaurus annectens","species","54239","72.1","66","Brown","1913","18614","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Hadrosauridae","Edmontosaurus","-104.531403","43.341301","US","Wyoming","Niobrara","stated in text","4","small collection","T39N, R64W (coordinates for sec 22), just S of Cheyenne River at Schneider Creek, near Lance Creek","vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-11 22:31:14","2010-12-11 05:31:14"
"18848","spm","","489304","0","49238","U.S.N.M. Coll. No. 2414","holotype","","","humerus","","1","table","","","Edmontosaurus annectens","species","54239","72.1","66","Brown","1913","18614","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Hadrosauridae","Edmontosaurus","-104.531403","43.341301","US","Wyoming","Niobrara","stated in text","4","small collection","T39N, R64W (coordinates for sec 22), just S of Cheyenne River at Schneider Creek, near Lance Creek","vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-11 22:31:14","2010-12-11 05:31:14"
"18849","spm","","489304","0","49238","U.S.N.M. Coll. No. 2414","holotype","","","ulna","","1","table","","least circumference","Edmontosaurus annectens","species","54239","72.1","66","Brown","1913","18614","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Hadrosauridae","Edmontosaurus","-104.531403","43.341301","US","Wyoming","Niobrara","stated in text","4","small collection","T39N, R64W (coordinates for sec 22), just S of Cheyenne River at Schneider Creek, near Lance Creek","vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-11 22:31:14","2010-12-11 05:31:14"
"18850","spm","","489304","0","49238","U.S.N.M. Coll. No. 2414","holotype","","","radius","","1","table","","","Edmontosaurus annectens","species","54239","72.1","66","Brown","1913","18614","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Hadrosauridae","Edmontosaurus","-104.531403","43.341301","US","Wyoming","Niobrara","stated in text","4","small collection","T39N, R64W (coordinates for sec 22), just S of Cheyenne River at Schneider Creek, near Lance Creek","vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-11 22:31:14","2010-12-11 05:31:14"
"18851","spm","","489304","0","49238","U.S.N.M. Coll. No. 2414","holotype","","","femur","","1","table","","","Edmontosaurus annectens","species","54239","72.1","66","Brown","1913","18614","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Hadrosauridae","Edmontosaurus","-104.531403","43.341301","US","Wyoming","Niobrara","stated in text","4","small collection","T39N, R64W (coordinates for sec 22), just S of Cheyenne River at Schneider Creek, near Lance Creek","vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-11 22:31:14","2010-12-11 05:31:14"
"18852","spm","","489304","0","49238","U.S.N.M. Coll. No. 2414","holotype","","","tibia","","1","table","","","Edmontosaurus annectens","species","54239","72.1","66","Brown","1913","18614","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Hadrosauridae","Edmontosaurus","-104.531403","43.341301","US","Wyoming","Niobrara","stated in text","4","small collection","T39N, R64W (coordinates for sec 22), just S of Cheyenne River at Schneider Creek, near Lance Creek","vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-11 22:31:14","2010-12-11 05:31:14"
"18853","spm","","489304","0","49238","U.S.N.M. Coll. No. 2414","holotype","","","fibula","","1","table","","","Edmontosaurus annectens","species","54239","72.1","66","Brown","1913","18614","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Hadrosauridae","Edmontosaurus","-104.531403","43.341301","US","Wyoming","Niobrara","stated in text","4","small collection","T39N, R64W (coordinates for sec 22), just S of Cheyenne River at Schneider Creek, near Lance Creek","vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-11 22:31:14","2010-12-11 05:31:14"
"18860","spm","","513750","24396","52058","OMNH 10165","","","","scapula","","1","table","","minimum width","Titanoceratops ouranos","species","179223","83.5","70.6","Lehman","1998","13945","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ceratopsidae","Titanoceratops","-108.084198","36.213001","US","New Mexico","San Juan","stated in text","4","small collection","About 5 miles S of the Wood Ranch headquaters, sec. 36, T24N, R12W. This is in the headwaters of Coal Creek, most likely in the vicinity of sections 23 to 26, T23N, R12W.\r\nAccording to Kues et al. 1977 the site is 6.5 miles north of Wood Ranch.","vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-12 07:34:37","2010-12-11 14:34:37"
"18861","spm","","513750","24396","52058","OMNH 10165","","","","coracoid","","1","table","","","Titanoceratops ouranos","species","179223","83.5","70.6","Lehman","1998","13945","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ceratopsidae","Titanoceratops","-108.084198","36.213001","US","New Mexico","San Juan","stated in text","4","small collection","About 5 miles S of the Wood Ranch headquaters, sec. 36, T24N, R12W. This is in the headwaters of Coal Creek, most likely in the vicinity of sections 23 to 26, T23N, R12W.\r\nAccording to Kues et al. 1977 the site is 6.5 miles north of Wood Ranch.","vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-12 07:34:37","2010-12-11 14:34:37"
"18862","spm","","513750","24396","52058","OMNH 10165","","","","humerus","","1","table","","minimum width","Titanoceratops ouranos","species","179223","83.5","70.6","Lehman","1998","13945","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ceratopsidae","Titanoceratops","-108.084198","36.213001","US","New Mexico","San Juan","stated in text","4","small collection","About 5 miles S of the Wood Ranch headquaters, sec. 36, T24N, R12W. This is in the headwaters of Coal Creek, most likely in the vicinity of sections 23 to 26, T23N, R12W.\r\nAccording to Kues et al. 1977 the site is 6.5 miles north of Wood Ranch.","vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-12 07:34:37","2010-12-11 14:34:37"
"18863","spm","","513750","24396","52058","OMNH 10165","","","","radius","","1","table","","","Titanoceratops ouranos","species","179223","83.5","70.6","Lehman","1998","13945","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ceratopsidae","Titanoceratops","-108.084198","36.213001","US","New Mexico","San Juan","stated in text","4","small collection","About 5 miles S of the Wood Ranch headquaters, sec. 36, T24N, R12W. This is in the headwaters of Coal Creek, most likely in the vicinity of sections 23 to 26, T23N, R12W.\r\nAccording to Kues et al. 1977 the site is 6.5 miles north of Wood Ranch.","vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-12 07:34:37","2010-12-11 14:34:37"
"18864","spm","","513750","24396","52058","OMNH 10165","","","","ilium","","1","table","","maximum width","Titanoceratops ouranos","species","179223","83.5","70.6","Lehman","1998","13945","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ceratopsidae","Titanoceratops","-108.084198","36.213001","US","New Mexico","San Juan","stated in text","4","small collection","About 5 miles S of the Wood Ranch headquaters, sec. 36, T24N, R12W. This is in the headwaters of Coal Creek, most likely in the vicinity of sections 23 to 26, T23N, R12W.\r\nAccording to Kues et al. 1977 the site is 6.5 miles north of Wood Ranch.","vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-12 07:34:37","2010-12-11 14:34:37"
"18865","spm","","513750","24396","52058","OMNH 10165","","","","ischium","","1","table","","","Titanoceratops ouranos","species","179223","83.5","70.6","Lehman","1998","13945","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ceratopsidae","Titanoceratops","-108.084198","36.213001","US","New Mexico","San Juan","stated in text","4","small collection","About 5 miles S of the Wood Ranch headquaters, sec. 36, T24N, R12W. This is in the headwaters of Coal Creek, most likely in the vicinity of sections 23 to 26, T23N, R12W.\r\nAccording to Kues et al. 1977 the site is 6.5 miles north of Wood Ranch.","vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-12 07:34:37","2010-12-11 14:34:37"
"18866","spm","","513750","24396","52058","OMNH 10165","","","","femur","","1","table","","minimum width","Titanoceratops ouranos","species","179223","83.5","70.6","Lehman","1998","13945","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ceratopsidae","Titanoceratops","-108.084198","36.213001","US","New Mexico","San Juan","stated in text","4","small collection","About 5 miles S of the Wood Ranch headquaters, sec. 36, T24N, R12W. This is in the headwaters of Coal Creek, most likely in the vicinity of sections 23 to 26, T23N, R12W.\r\nAccording to Kues et al. 1977 the site is 6.5 miles north of Wood Ranch.","vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-12 07:34:37","2010-12-11 14:34:37"
"18867","spm","","513750","24396","52058","OMNH 10165","","","","tibia","","1","table","","minimum width","Titanoceratops ouranos","species","179223","83.5","70.6","Lehman","1998","13945","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ceratopsidae","Titanoceratops","-108.084198","36.213001","US","New Mexico","San Juan","stated in text","4","small collection","About 5 miles S of the Wood Ranch headquaters, sec. 36, T24N, R12W. This is in the headwaters of Coal Creek, most likely in the vicinity of sections 23 to 26, T23N, R12W.\r\nAccording to Kues et al. 1977 the site is 6.5 miles north of Wood Ranch.","vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-12 07:34:37","2010-12-11 14:34:37"
"18868","spm","","513750","24396","52058","OMNH 10165","","","","fibula","","1","table","","","Titanoceratops ouranos","species","179223","83.5","70.6","Lehman","1998","13945","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ceratopsidae","Titanoceratops","-108.084198","36.213001","US","New Mexico","San Juan","stated in text","4","small collection","About 5 miles S of the Wood Ranch headquaters, sec. 36, T24N, R12W. This is in the headwaters of Coal Creek, most likely in the vicinity of sections 23 to 26, T23N, R12W.\r\nAccording to Kues et al. 1977 the site is 6.5 miles north of Wood Ranch.","vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-12 07:34:37","2010-12-11 14:34:37"
"18869","spm","","292842","0","27889","","holotype","","left","ulna","","1","text","","width is ""near the middle of the bone""","Stegopelta landerensis","species","63886","105.3","93.5","Moodie","1910","7645","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Stegopelta","-108.023613","42.832222","US","Wyoming","Fremont","stated in text","seconds","outcrop","southern Big Horn Mountains, Conant Creek, near Lander, WY; T33N, R93 or 94W","vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-13 14:18:41","2010-12-12 21:18:41"
"18870","spm","","292842","0","27889","","holotype","","left","ilium","","1","text","","width is ""near the middle of the bone""","Stegopelta landerensis","species","63886","105.3","93.5","Moodie","1910","7645","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Stegopelta","-108.023613","42.832222","US","Wyoming","Fremont","stated in text","seconds","outcrop","southern Big Horn Mountains, Conant Creek, near Lander, WY; T33N, R93 or 94W","vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-13 14:18:41","2010-12-12 21:18:41"
"18871","spm","","292842","0","27889","","holotype","","right","pubis","","1","text","","width is ""at the widest part""","Stegopelta landerensis","species","63886","105.3","93.5","Moodie","1910","7645","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Stegopelta","-108.023613","42.832222","US","Wyoming","Fremont","stated in text","seconds","outcrop","southern Big Horn Mountains, Conant Creek, near Lander, WY; T33N, R93 or 94W","vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-13 14:18:41","2010-12-12 21:18:41"
"18872","spm","","148500","13664","13105","ASDM 500","holotype","","left","tibia","","1","text","","midshaft width, least breadth circumference","Sonorasaurus thompsoni","species","68170","105.3","93.5","Hill and Ratkevich","1996","19635","Chordata","Saurischia","NO_ORDER_SPECIFIED","Brachiosauridae","Sonorasaurus","-110.418053","31.811390","US","Arizona","Cochise","based on nearby landmark","seconds","outcrop","southwest foothills of Whetstone Mountains, SE Arizona","vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-13 14:45:26","2010-12-12 21:45:26"
"18873","spm","","148500","13664","13105","ASDM 500","holotype","","both","radius","","1","text","","least breadth circumference","Sonorasaurus thompsoni","species","68170","105.3","93.5","Hill and Ratkevich","1996","19635","Chordata","Saurischia","NO_ORDER_SPECIFIED","Brachiosauridae","Sonorasaurus","-110.418053","31.811390","US","Arizona","Cochise","based on nearby landmark","seconds","outcrop","southwest foothills of Whetstone Mountains, SE Arizona","vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-13 14:45:26","2010-12-12 21:45:26"
"18874","spm","","148500","13664","13105","ASDM 500","holotype","","left","ulna","","1","text","","least breadth circumference","Sonorasaurus thompsoni","species","68170","105.3","93.5","Hill and Ratkevich","1996","19635","Chordata","Saurischia","NO_ORDER_SPECIFIED","Brachiosauridae","Sonorasaurus","-110.418053","31.811390","US","Arizona","Cochise","based on nearby landmark","seconds","outcrop","southwest foothills of Whetstone Mountains, SE Arizona","vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-13 14:45:26","2010-12-12 21:45:26"
"18875","spm","","148500","13664","13105","ASDM 500","holotype","","","fibula","","1","text","","least breadth circumference","Sonorasaurus thompsoni","species","68170","105.3","93.5","Hill and Ratkevich","1996","19635","Chordata","Saurischia","NO_ORDER_SPECIFIED","Brachiosauridae","Sonorasaurus","-110.418053","31.811390","US","Arizona","Cochise","based on nearby landmark","seconds","outcrop","southwest foothills of Whetstone Mountains, SE Arizona","vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-13 14:45:26","2010-12-12 21:45:26"
"18876","spm","","901548","0","100851","MOR 300","holotype","","","scapula","","1","table","","","Cerasinops hodgskissi","species","110947","83.6","72.1","Chinnery and Horner","2007","25743","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Leptoceratopsidae","Cerasinops","-112.183334","47.816666","US","Montana","Teton","based on nearby landmark","minutes","small collection","""Teton County"" (coordinate based on Choteau)","vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-13 15:25:25","2010-12-12 22:25:25"
"18877","spm","","901548","0","100851","MOR 300","holotype","","","coracoid","","1","table","","","Cerasinops hodgskissi","species","110947","83.6","72.1","Chinnery and Horner","2007","25743","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Leptoceratopsidae","Cerasinops","-112.183334","47.816666","US","Montana","Teton","based on nearby landmark","minutes","small collection","""Teton County"" (coordinate based on Choteau)","vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-13 15:25:25","2010-12-12 22:25:25"
"18878","spm","","901548","0","100851","MOR 300","holotype","","","humerus","","1","table","","","Cerasinops hodgskissi","species","110947","83.6","72.1","Chinnery and Horner","2007","25743","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Leptoceratopsidae","Cerasinops","-112.183334","47.816666","US","Montana","Teton","based on nearby landmark","minutes","small collection","""Teton County"" (coordinate based on Choteau)","vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-13 15:25:25","2010-12-12 22:25:25"
"18879","spm","","901548","0","100851","MOR 300","holotype","","","ulna","","1","table","","","Cerasinops hodgskissi","species","110947","83.6","72.1","Chinnery and Horner","2007","25743","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Leptoceratopsidae","Cerasinops","-112.183334","47.816666","US","Montana","Teton","based on nearby landmark","minutes","small collection","""Teton County"" (coordinate based on Choteau)","vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-13 15:25:25","2010-12-12 22:25:25"
"18880","spm","","901548","0","100851","MOR 300","holotype","","","femur","","1","table","","","Cerasinops hodgskissi","species","110947","83.6","72.1","Chinnery and Horner","2007","25743","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Leptoceratopsidae","Cerasinops","-112.183334","47.816666","US","Montana","Teton","based on nearby landmark","minutes","small collection","""Teton County"" (coordinate based on Choteau)","vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-13 15:25:25","2010-12-12 22:25:25"
"18881","spm","","901548","0","100851","MOR 300","holotype","","","tibia","","1","table","","","Cerasinops hodgskissi","species","110947","83.6","72.1","Chinnery and Horner","2007","25743","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Leptoceratopsidae","Cerasinops","-112.183334","47.816666","US","Montana","Teton","based on nearby landmark","minutes","small collection","""Teton County"" (coordinate based on Choteau)","vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-13 15:25:25","2010-12-12 22:25:25"
"18882","spm","","901548","0","100851","MOR 300","holotype","","","fibula","","1","table","","","Cerasinops hodgskissi","species","110947","83.6","72.1","Chinnery and Horner","2007","25743","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Leptoceratopsidae","Cerasinops","-112.183334","47.816666","US","Montana","Teton","based on nearby landmark","minutes","small collection","""Teton County"" (coordinate based on Choteau)","vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-13 15:25:25","2010-12-12 22:25:25"
"18883","spm","","901550","33840","100852","Amer. Mus. 970","","","","humerus","","1","table","","","Triceratops horridus","species","63766","72.1","66","Osborn","1933","13079","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ceratopsidae","Triceratops","-107.115555","47.546665","US","Montana","Garfield","based on nearby landmark","seconds","small collection","on Hell Creek, 130 mi NW of Miles City; 1 mi. S of camp on old Sieber Ranch. Brasley: ""along the banks of a small stream, a tributary of the Missouri, sp,e 135 miles northwest of Miles City, Montana""","vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-13 21:56:39","2010-12-13 04:56:39"
"18884","spm","","901550","33840","100852","Amer. Mus. 970","","","","radius","","1","table","","","Triceratops horridus","species","63766","72.1","66","Osborn","1933","13079","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ceratopsidae","Triceratops","-107.115555","47.546665","US","Montana","Garfield","based on nearby landmark","seconds","small collection","on Hell Creek, 130 mi NW of Miles City; 1 mi. S of camp on old Sieber Ranch. Brasley: ""along the banks of a small stream, a tributary of the Missouri, sp,e 135 miles northwest of Miles City, Montana""","vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-13 21:56:39","2010-12-13 04:56:39"
